	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau
pseudo_238	pseudo_transcript_0	0.8425080705304392	0.008573146740852515	9	9	pseudo_transcript_0	0.6150350330181606	0.01455261437290947	9	9	pseudo_transcript_0	0.8403001809002019	0.012007252200743534	9	9	pseudo_transcript_0	0.5261477021775742	0.06007471746157878	10	10	pseudo_transcript_0	0.3684327968390376	0.03110536465422199	9.0	9.0	pseudo_transcript_0	0.5083939178091015	0.07673281432480943	9.0	9.0	pseudo_transcript_0	0.5690648797388476	0.2878877149472357	10	10	pseudo_transcript_0	0.18018623196361372	0.11211688427396758	9	9	pseudo_transcript_0	0.22535878868967274	0.20260432045550125	9	9
pseudo_2380	pseudo_transcript_1	0.03816799884404526	-0.04579094482629018	10	10	pseudo_transcript_1	0.3196085902531455	-0.04013896613640552	10	10	pseudo_transcript_1	0.01850059786013805	-0.033903347938989685	10	10	pseudo_transcript_1	0.12269969855116541	0.12507315363364777	10	10	pseudo_transcript_1	0.112911206857381	0.03691388755306346	10.0	10.0	pseudo_transcript_1	0.04999928725976103	0.11261203868245717	10.0	10.0	pseudo_transcript_0	0.3715157074438622	0.126184985948118	5	5	pseudo_transcript_1	0.24052625593056087	-0.004656771334240889	10	10	pseudo_transcript_1	0.18955734626523457	0.11078529873882971	10	10
pseudo_2381	pseudo_transcript_0	0.1591764153063876	-0.039590107971524034	9	9	pseudo_transcript_0	0.8070988176518521	0.025834898348695692	9	9	pseudo_transcript_0	0.2451406830747357	-0.006914960523150208	9	9	pseudo_transcript_0	0.28017417464133565	-0.0756783877233881	9	9	pseudo_transcript_0	0.03216943359270703	0.10509489232603213	9.0	9.0	pseudo_transcript_0	0.4691867628302743	0.05859251304417798	9.0	9.0	pseudo_transcript_0	0.06485238939899067	-0.23612408088878745	9	9	pseudo_transcript_0	0.015415853462073806	0.31788090610388103	9	9	pseudo_transcript_0	0.5594104791768446	0.14222917278964933	9	9
pseudo_2382	pseudo_transcript_0	0.7506994210606471	0.018258673035825644	10	10	pseudo_transcript_0	0.26629624329502777	0.01597818672339729	10	10	pseudo_transcript_0	0.3658077146900447	0.017118429879611468	10	10	pseudo_transcript_0	0.7270594133422574	-0.020776727432413555	10	10	pseudo_transcript_0	0.6860839133907888	0.03847787216243454	10.0	10.0	pseudo_transcript_0	0.7022921165591758	-0.015162880085800886	10.0	10.0	pseudo_transcript_0	0.9349397823015007	0.0896392323944365	10	10	pseudo_transcript_0	0.6930899657326725	0.08163803401252541	10	10	pseudo_transcript_0	0.5785036002825478	0.0010217133304762094	10	10
pseudo_2383	pseudo_transcript_0	0.30889645047443315	-0.004203400801269165	9	9	pseudo_transcript_0	0.5673253944567496	0.013902956094780114	8	8	pseudo_transcript_0	0.3550258878619139	-0.005807659636697757	8	8	pseudo_transcript_0	0.7718694627882171	-0.004946778931333729	9	9	pseudo_transcript_0	0.8484850500468419	-0.03613089255543456	9.0	9.0	pseudo_transcript_0	0.9787878044222624	-0.03673515386820255	9.0	9.0	pseudo_transcript_0	0.9555881308356328	0.04975467541674483	8	8	pseudo_transcript_0	0.9106607337312402	-0.08790314883565324	9	9	pseudo_transcript_0	0.9637397053197831	0.001992880749931189	8	8
pseudo_2384	pseudo_transcript_0	0.5826616376998788	0.04073117956636049	10	10	pseudo_transcript_0	0.9070464439433439	-0.015029896978205325	10	10	pseudo_transcript_0	0.5354640853241062	0.0014558095563368377	10	10	pseudo_transcript_0	0.9728197427057995	0.01099716055788436	10	10	pseudo_transcript_0	0.7206535208799152	-0.07132087726492255	10.0	10.0	pseudo_transcript_0	0.48341636523996556	-0.028674692657779926	10.0	10.0	pseudo_transcript_0	0.6231565929866373	0.042208194419292265	10	10	pseudo_transcript_0	0.8296115880715491	-0.456950035452043	10	10	pseudo_transcript_0	0.7176025466994486	-0.198780051926852	10	10
pseudo_2385	pseudo_transcript_3	0.09089764424474726	0.028289899796198104	10	10	pseudo_transcript_1	0.07558619575842462	-0.02806408975491197	8	8	pseudo_transcript_3	0.123488200818955	0.017951599366244287	10	10	pseudo_transcript_2	0.07922580902449747	-0.054940372379438475	5	5	pseudo_transcript_0	0.23596500328178038	-0.035243657495586785	3.0	3.0	pseudo_transcript_2	0.07452264058151557	-0.037122472365689586	5.0	5.0	pseudo_transcript_2	0.12587315083990344	-0.14090580627531443	5	5	pseudo_transcript_2	0.38080396185083987	-0.05646025320295726	5	5	pseudo_transcript_2	0.10068674498455597	-0.1082138157145503	5	5
pseudo_2386	pseudo_transcript_2	0.2208184882553631	0.013167552417763755	10	10	pseudo_transcript_0	0.12116675983496551	0.031581068917807154	10	10	pseudo_transcript_2	0.33354569105669585	-0.01518051125539315	10	10	pseudo_transcript_1	0.6001400768739232	-0.017973356010575658	4	4	pseudo_transcript_0	0.01832675330180282	0.04977400477181093	10.0	10.0	pseudo_transcript_0	0.16622790284441857	0.07488757331416125	10.0	10.0	pseudo_transcript_0	0.6161342279851056	0.029415180551739178	10	10	pseudo_transcript_0	0.006683189903209918	0.42910582019848337	10	10	pseudo_transcript_0	0.08918665543529362	0.2391136905164248	10	10
pseudo_2387	pseudo_transcript_0	0.6230338844649653	0.01593426742640734	10	10	pseudo_transcript_1	0.15904874385155354	-0.011121414723875763	10	10	pseudo_transcript_1	0.30467123975227584	-0.011485880192796533	10	10	pseudo_transcript_1	0.034342328235464493	0.13754004234088738	10	10	pseudo_transcript_1	0.0700756319397102	0.02104412658893741	10.0	10.0	pseudo_transcript_0	0.5727972365700627	-0.058373409382256936	10.0	10.0	pseudo_transcript_1	0.023465420218257677	0.3411930568824826	10	10	pseudo_transcript_1	0.041413036026649315	0.004244958753389094	9	9	pseudo_transcript_0	0.5713723431443153	-0.03850212419070468	10	10
pseudo_2388	pseudo_transcript_0	0.009808523388848401	-0.046352126954187105	9	9	pseudo_transcript_0	0.27487327714335996	-0.017096156291134593	10	10	pseudo_transcript_0	0.04981112710176036	-0.03321896358468384	9	9	pseudo_transcript_0	0.08322112491630033	0.04438798703216243	8	8	pseudo_transcript_0	0.9260651809723159	-0.032467002081868625	9.0	9.0	pseudo_transcript_0	0.16142596509036666	0.02392999922107579	8.0	8.0	pseudo_transcript_0	0.6108141712618731	0.06890442183460828	9	9	pseudo_transcript_0	0.7673825243062051	-0.08625195286027078	10	10	pseudo_transcript_0	0.8366599819839787	-0.042261910362841104	9	9
pseudo_2389	pseudo_transcript_0	0.717157191744734	-0.04580061815618968	10	10	pseudo_transcript_0	0.855078750239033	-0.008214785507048619	10	10	pseudo_transcript_0	0.6601630085066807	-0.027007701831619147	10	10	pseudo_transcript_0	0.4765420061176585	-0.05641411158546431	9	9	pseudo_transcript_0	0.29662986400988545	0.07504130708349166	10.0	10.0	pseudo_transcript_0	0.31292495029473	0.02323008119787602	9.0	9.0	pseudo_transcript_0	0.4012626876994143	-0.5307599872413598	9	9	pseudo_transcript_0	0.22757568447841503	0.13654792033622923	10	10	pseudo_transcript_0	0.699471476438303	-0.2666950906333177	9	9
pseudo_239	pseudo_transcript_0	0.3991318536596946	0.014082514387310596	10	10	pseudo_transcript_0	0.21256438571516667	-0.025753794870896133	10	10	pseudo_transcript_0	0.19250462864103324	-0.015058958471428685	10	10	pseudo_transcript_0	0.6972357490817596	0.04830677140780515	10	10	pseudo_transcript_0	0.9153284886272123	-0.020441007065220576	10.0	10.0	pseudo_transcript_0	0.7303908004024975	-0.025175887576614733	10.0	10.0	pseudo_transcript_0	0.5266411892377809	0.14516408324749366	10	10	pseudo_transcript_0	0.3915396612424017	0.12145074508512033	10	10	pseudo_transcript_0	0.5829127582819773	-0.056456591973119676	10	10
pseudo_2390	pseudo_transcript_0	0.9855329529334651	0.0019158245761656024	10	10	pseudo_transcript_0	0.5271618125605002	-0.007393980476150103	10	10	pseudo_transcript_0	0.7114503387895557	-0.008495628498138445	10	10	pseudo_transcript_0	0.5998959147534387	-0.03782860132869503	10	10	pseudo_transcript_0	0.329660063101343	0.08683945848886021	10.0	10.0	pseudo_transcript_0	0.4434040896073007	0.04448239857960509	10.0	10.0	pseudo_transcript_0	0.8356479946593323	0.12141679836539687	10	10	pseudo_transcript_0	0.4916503627705838	0.2775113339962611	10	10	pseudo_transcript_0	0.6514280138249988	0.14018098635622359	10	10
pseudo_2391	pseudo_transcript_0	0.6528756034132203	0.02167935087554247	10	10	pseudo_transcript_2	0.22801203870698028	0.015239007371670192	5	5	pseudo_transcript_0	0.21949364822796025	-0.005001952060216558	10	10	pseudo_transcript_1	0.05241294345929673	-0.12532889896210578	10	10	pseudo_transcript_2	0.21538012453560806	-0.08700171940760204	5.0	5.0	pseudo_transcript_1	0.11619708945364574	-0.07173073674433471	10.0	10.0	pseudo_transcript_1	0.017975724054354894	-0.2707698596600428	10	10	pseudo_transcript_0	0.2051629482829841	0.22496232232908422	10	10	pseudo_transcript_1	0.16982885724123498	-0.08278653483913748	9	9
pseudo_2392	pseudo_transcript_0	0.5848270599531717	-0.042233376834919324	10	10	pseudo_transcript_0	0.9082969888268778	0.009427701994700978	10	10	pseudo_transcript_0	0.6832954716427843	-0.01270188077354178	10	10	pseudo_transcript_0	0.18535376214800803	0.08362265978731524	10	10	pseudo_transcript_0	0.4416994945662194	-0.036975974951293976	10.0	10.0	pseudo_transcript_0	0.5263561055890994	0.033770311403021266	10.0	10.0	pseudo_transcript_0	0.42927583372212585	0.21123969809078683	10	10	pseudo_transcript_0	0.42069715788153117	-0.08491660741493824	10	10	pseudo_transcript_0	0.7760856171572507	0.07389171420660097	10	10
pseudo_2393	pseudo_transcript_0	0.8865296180961559	0.008763365760071253	10	10	pseudo_transcript_0	0.13376938790931656	-0.021128337340226188	10	10	pseudo_transcript_0	0.17173783715732205	-0.004767360325514784	10	10	pseudo_transcript_0	0.7873120985192684	-0.13452512631673294	10	10	pseudo_transcript_0	0.22137549898719888	-0.0008177364479980131	10.0	10.0	pseudo_transcript_0	0.5092576735068726	-0.07246457165493296	10.0	10.0	pseudo_transcript_0	0.8546622516382247	-0.23485183793732234	10	10	pseudo_transcript_0	0.47431274062824613	-0.037497998276808886	10	10	pseudo_transcript_0	0.5615679010427956	-0.2558161525547656	10	10
pseudo_2394	pseudo_transcript_0	0.4017822618427055	-0.007048903104561859	10	10	pseudo_transcript_0	0.6050461622587514	0.013569924668267994	10	10	pseudo_transcript_0	0.3837266815306499	0.007960199823916799	10	10	pseudo_transcript_0	0.21952946959750064	0.05021140955984795	10	10	pseudo_transcript_0	0.0797584407247087	0.021129019029410917	10.0	10.0	pseudo_transcript_0	0.05238477793431879	0.019526561311293433	10.0	10.0	pseudo_transcript_0	0.12224399472186036	0.18636139804969495	10	10	pseudo_transcript_0	0.06130560490062355	0.13220526135826874	10	10	pseudo_transcript_0	0.020955732327795712	0.1747766165549963	10	10
pseudo_2395	pseudo_transcript_1	0.285405371452117	0.026010496634686464	10	10	pseudo_transcript_0	0.6230610688236276	-0.006772691118935058	10	10	pseudo_transcript_1	0.39025437995707646	0.008889697064035645	10	10	pseudo_transcript_1	0.7718100292684361	0.05511571618329053	10	10	pseudo_transcript_0	0.17186630839802874	0.0732048538246599	10.0	10.0	pseudo_transcript_0	0.40761706116141605	0.058020718076001176	10.0	10.0	pseudo_transcript_1	0.34897891995846864	0.15819219417026606	10	10	pseudo_transcript_0	0.2551463112492326	0.23689731010504658	10	10	pseudo_transcript_0	0.34302079951348585	0.17641267260122817	10	10
pseudo_2396	pseudo_transcript_0	0.5005204933891214	-0.003283652899847425	10	10	pseudo_transcript_0	0.126561159827509	0.03413243167448806	10	10	pseudo_transcript_0	0.06146142486648389	0.01523516748350843	10	10	pseudo_transcript_0	0.281023943470447	-0.0597028517039388	10	10	pseudo_transcript_0	0.018904865646533982	-0.02972405299278166	10.0	10.0	pseudo_transcript_0	0.030580351221388868	-0.08108699201063473	10.0	10.0	pseudo_transcript_0	0.4145479456431588	-0.13372134646749426	10	10	pseudo_transcript_0	0.10626971710910368	-0.05483596841568058	10	10	pseudo_transcript_0	0.10113845682902221	-0.1967585269913915	10	10
pseudo_2397	pseudo_transcript_0	0.5123750338916605	0.005386749207302362	10	10	pseudo_transcript_0	0.5305174703694595	-0.009631330392949463	10	10	pseudo_transcript_0	0.5365089003736048	0.015321263911886924	10	10	pseudo_transcript_0	0.45446071668532895	-0.0675292164447605	10	10	pseudo_transcript_0	0.5623300257952193	0.027171705823365384	10.0	10.0	pseudo_transcript_0	0.2708717108603671	-0.02682594650823228	10.0	10.0	pseudo_transcript_0	0.6561823700012124	-0.17626378340602014	10	10	pseudo_transcript_0	0.9917633963894728	0.02335942180060141	10	10	pseudo_transcript_0	0.6278412146464121	0.02129116030902144	10	10
pseudo_2398	pseudo_transcript_0	0.08437831961535985	-0.01694570646626172	9	9	pseudo_transcript_0	0.957529361383519	-0.011792926742741495	10	10	pseudo_transcript_0	0.07924972891732673	-0.006186422955121308	9	9	pseudo_transcript_0	0.605693576283034	-0.05331346889026182	10	10	pseudo_transcript_0	0.8693710166072613	-0.038313447321971776	10.0	10.0	pseudo_transcript_0	0.6064778923458687	-0.033234988824435346	10.0	10.0	pseudo_transcript_0	0.23395737022601437	-0.1598971861460253	10	10	pseudo_transcript_0	0.6817857816136453	-0.06273793984723998	8	8	pseudo_transcript_0	0.23031595197678956	-0.20993938713159702	8	8
pseudo_2399	pseudo_transcript_0	0.13746213206495786	-0.03515840524021502	10	10	pseudo_transcript_0	0.7685448418224127	-0.012076421218043443	10	10	pseudo_transcript_0	0.5938566206020564	-0.0201096103089636	10	10	pseudo_transcript_0	0.023325671302526243	0.10989318212887982	9	9	pseudo_transcript_0	0.41545973039380313	-0.013091157967858555	10.0	10.0	pseudo_transcript_0	0.49977364474922525	0.06919676513911736	9.0	9.0	pseudo_transcript_0	0.21541687488767525	0.1131886134904223	10	10	pseudo_transcript_0	0.6445337453791028	-0.11308776142362546	10	10	pseudo_transcript_0	0.7601047483456822	0.10117502418763707	10	10
pseudo_24	pseudo_transcript_0	0.7150964216328183	0.00817242477968492	10	10	pseudo_transcript_0	0.7016931740261072	-0.005475077995901666	10	10	pseudo_transcript_0	0.7896030858296583	0.0111943246064086	10	10	pseudo_transcript_0	0.7949424671656407	-0.032664080793744554	10	10	pseudo_transcript_0	0.9790329377784527	-0.037124048031555106	10.0	10.0	pseudo_transcript_0	0.9779680321473966	-0.02225644204255207	10.0	10.0	pseudo_transcript_0	0.6470008745128502	-0.08066661370328475	10	10	pseudo_transcript_0	0.685888449776777	-0.060404247473767186	9	9	pseudo_transcript_0	0.7716924343433245	-0.00045589055660651134	9	9
pseudo_240	pseudo_transcript_0	0.5455960765046861	-0.01416225647625824	9	9	pseudo_transcript_0	0.4857063531685313	-0.010116422005092522	9	9	pseudo_transcript_0	0.5030188097713797	-0.01637160214622892	9	9	pseudo_transcript_0	0.9039011620032087	0.02577943551954014	9	9	pseudo_transcript_0	0.9407547848228365	0.019662786397024484	9.0	9.0	pseudo_transcript_0	0.8161144184253896	0.015538690726429306	9.0	9.0	pseudo_transcript_0	0.6043541112601624	0.05854726182862265	9	9	pseudo_transcript_0	0.9286077372118104	-0.02540196066917036	9	9	pseudo_transcript_0	0.7190469628573817	-0.0318633900790023	9	9
pseudo_2400	pseudo_transcript_0	0.08903009624200073	0.01537459166417506	10	10	pseudo_transcript_0	0.4189290624434905	0.03270877937214691	10	10	pseudo_transcript_0	0.07909230695416855	0.024811408072281233	10	10	pseudo_transcript_0	0.4631094171902431	-0.06621170308337149	10	10	pseudo_transcript_0	0.29866171908782124	-0.02630180102833972	10.0	10.0	pseudo_transcript_0	0.2915947592887125	-0.05956063397753728	10.0	10.0	pseudo_transcript_0	0.7446290681782577	-0.08795144013986318	10	10	pseudo_transcript_0	0.5443211773223976	0.07727651472478839	10	10	pseudo_transcript_0	0.8535002628259372	-0.06765280706551711	10	10
pseudo_2401	pseudo_transcript_0	0.13819424079590983	0.059239446947701814	10	10	pseudo_transcript_0	0.6066992673973406	0.0013493944913736597	10	10	pseudo_transcript_0	0.17273465662279341	0.0418595718869913	10	10	pseudo_transcript_0	0.3724923304780047	0.0011035692239419793	10	10	pseudo_transcript_0	0.5426231608955109	-0.020944378205371778	10.0	10.0	pseudo_transcript_0	0.6757645683843247	-0.03599771418986656	10.0	10.0	pseudo_transcript_0	0.14787816682737212	0.14589579240584463	10	10	pseudo_transcript_0	0.8547674946668957	0.06246829105601295	10	10	pseudo_transcript_0	0.3143462159677183	0.05762543408270193	10	10
pseudo_2402	pseudo_transcript_0	0.12296038295770058	0.011763276136356875	10	10	pseudo_transcript_0	0.4997089069037799	0.0074634330102096155	10	10	pseudo_transcript_0	0.2078160533263872	0.012711577287434652	10	10	pseudo_transcript_0	0.3200151583130634	0.16447348435821316	10	10	pseudo_transcript_0	0.6686021306130864	0.03234974881859216	10.0	10.0	pseudo_transcript_0	0.5522748174172583	0.11839832000520455	10.0	10.0	pseudo_transcript_0	0.05459037668827216	0.3658297103757108	10	10	pseudo_transcript_0	0.5004450796747875	0.25171969529841887	10	10	pseudo_transcript_0	0.12723241117084616	0.3087747028370648	10	10
pseudo_2403	pseudo_transcript_0	0.4332455059783047	0.03093987865366296	10	10	pseudo_transcript_0	0.42416954222675474	0.008051395394101326	10	10	pseudo_transcript_0	0.3129637089727887	0.020470528785271124	10	10	pseudo_transcript_0	0.8712743122924052	-0.10375525029180115	10	10	pseudo_transcript_0	0.7461361452831319	0.03527872158553797	10.0	10.0	pseudo_transcript_0	0.8186070664184838	-0.025276221637029955	10.0	10.0	pseudo_transcript_0	0.7740328089843824	-0.11347601188137461	10	10	pseudo_transcript_0	0.39329776330986366	-0.015012432526667943	10	10	pseudo_transcript_0	0.38950645236232195	-0.08477281485068544	10	10
pseudo_2404	pseudo_transcript_0	0.5357367152104848	0.0023427938551764185	10	10	pseudo_transcript_0	0.047673448903283275	0.027854103703894312	10	10	pseudo_transcript_0	0.06872768062695543	0.0055873799052805	10	10	pseudo_transcript_0	0.8840820889506437	-0.02920139382567202	10	10	pseudo_transcript_0	0.5256017846030105	-0.04333223180864185	10.0	10.0	pseudo_transcript_0	0.6120827359908738	-0.01856747338539543	10.0	10.0	pseudo_transcript_0	0.7395125873063326	0.07137591168887775	10	10	pseudo_transcript_0	0.8588193512547658	0.03871899712642533	10	10	pseudo_transcript_0	0.6972606392635179	0.004332405830176818	10	10
pseudo_2405	pseudo_transcript_0	0.4082308662698615	-0.04439684898924534	10	10	pseudo_transcript_0	0.6888672367745039	0.015978864406416115	10	10	pseudo_transcript_0	0.932699716403637	-0.013338254948361175	10	10	pseudo_transcript_0	0.24846340848879167	0.10544619593230825	10	10	pseudo_transcript_0	0.5276818890940221	-0.018856475919243332	10.0	10.0	pseudo_transcript_0	0.4353522096364023	0.01720400065657992	10.0	10.0	pseudo_transcript_0	0.560451039613183	0.14216709838203354	10	10	pseudo_transcript_0	0.9234526705596745	0.06675739705843968	10	10	pseudo_transcript_0	0.6677408349036347	0.06396905439023509	10	10
pseudo_2406	pseudo_transcript_0	0.18248223378336537	-0.046636237562274106	10	10	pseudo_transcript_0	0.47620285854954636	-0.021563324226752483	10	10	pseudo_transcript_0	0.27540660969099495	-0.039797868096481975	10	10	pseudo_transcript_0	0.08972229563452232	0.030027843875933925	10	10	pseudo_transcript_0	0.15888273798340924	0.0059930088816700046	10.0	10.0	pseudo_transcript_0	0.06601858680535748	0.07022022834597873	10.0	10.0	pseudo_transcript_0	0.44763024405898677	0.09444190029925714	10	10	pseudo_transcript_0	0.3414390029441001	0.02399449320746509	10	10	pseudo_transcript_0	0.31280078589173266	0.05733614739442611	10	10
pseudo_2407	pseudo_transcript_1	0.17074598538099717	0.0010762002999152528	10	10	pseudo_transcript_0	0.2813264481979749	0.024012054833982072	9	9	pseudo_transcript_0	0.2374182202168167	0.022574664794004926	9	9	pseudo_transcript_0	0.703510546214541	-0.026208198773826213	9	9	pseudo_transcript_1	0.33422426738624234	-0.07362826043061534	10.0	10.0	pseudo_transcript_1	0.30084750505827573	-0.015120693449253951	10.0	10.0	pseudo_transcript_0	0.7563315202695561	0.1020444170165894	9	9	pseudo_transcript_1	0.36427273173870833	-0.18918757672372707	10	10	pseudo_transcript_1	0.5594002354822756	-0.04598761029967801	10	10
pseudo_2408	pseudo_transcript_0	0.30504113237338626	-0.022454190789161537	10	10	pseudo_transcript_0	0.5302079661405716	-0.03117475446026513	9	9	pseudo_transcript_0	0.8416078686982931	-0.025053276090957737	9	9	pseudo_transcript_0	0.16797890679606042	-0.06778491156461686	10	10	pseudo_transcript_0	0.6834506284350736	-0.007998406698531824	10.0	10.0	pseudo_transcript_0	0.5041343658594302	-0.02992649178239098	10.0	10.0	pseudo_transcript_0	0.6285860298765258	-0.16496182092631148	9	9	pseudo_transcript_0	0.751362041655528	-0.18936162480965055	10	10	pseudo_transcript_0	0.43856818903604644	-0.0838779996177202	9	9
pseudo_2409	pseudo_transcript_0	0.6146965554803336	0.01225696529969928	10	10	pseudo_transcript_0	0.48750842126463	0.01330901363884091	10	10	pseudo_transcript_0	0.4396850840355011	0.0096978065067871	10	10	pseudo_transcript_0	0.8170253510738599	0.010996687831593488	10	10	pseudo_transcript_0	0.3628795370207206	0.020712571010076883	10.0	10.0	pseudo_transcript_0	0.4400783513816673	0.014374629730920067	10.0	10.0	pseudo_transcript_0	0.5368313387931467	-0.039679427332437435	10	10	pseudo_transcript_0	0.3132141611913942	0.24860541153267393	10	10	pseudo_transcript_0	0.3017462926302168	0.15271688942144804	10	10
pseudo_241	pseudo_transcript_0	0.661140236416787	-0.03477705810082328	10	10	pseudo_transcript_0	0.28558993815566014	0.009758316387307224	10	10	pseudo_transcript_0	0.47470784891969176	-0.014185973644527049	10	10	pseudo_transcript_0	0.9412565888666041	-0.007717434506596166	10	10	pseudo_transcript_0	0.9396908691874375	-0.03160319056356253	10.0	10.0	pseudo_transcript_0	0.9849916950748614	-0.009684505106658811	10.0	10.0	pseudo_transcript_0	0.9768097478833851	-0.11375979220574868	10	10	pseudo_transcript_0	0.6843189542183675	-0.06893363660616446	10	10	pseudo_transcript_0	0.868040039706024	0.020286515472264417	10	10
pseudo_2410	pseudo_transcript_0	0.33514876096102664	0.03984235211422966	10	10	pseudo_transcript_0	0.3904654966581145	-0.011840429500042582	10	10	pseudo_transcript_0	0.5188877020949881	0.003120137708174419	10	10	pseudo_transcript_0	0.47136119608517624	0.0022976807812533687	10	10	pseudo_transcript_0	0.3308468159984469	-0.007946706065968229	10.0	10.0	pseudo_transcript_0	0.43065548701434975	-0.018555198091931527	10.0	10.0	pseudo_transcript_0	0.6919492022688845	0.0721866640676576	10	10	pseudo_transcript_0	0.2148361998258771	-0.07972388618495198	10	10	pseudo_transcript_0	0.5216144700401188	-0.04204756073225598	10	10
pseudo_2411	pseudo_transcript_0	0.17384384771381822	0.014824003272121541	10	10	pseudo_transcript_0	0.7876011102527523	-0.0036592934836163376	10	10	pseudo_transcript_0	0.09819107716491321	0.0027110070978858826	10	10	pseudo_transcript_0	0.2806705015761831	-0.062276863271910475	10	10	pseudo_transcript_0	0.4297410625438327	0.019175033884756724	10.0	10.0	pseudo_transcript_0	0.7999967972461328	-0.0272667966096044	10.0	10.0	pseudo_transcript_0	0.9959796926705291	0.018575642997775126	9	9	pseudo_transcript_0	0.29545939234240626	0.03839415380147382	10	10	pseudo_transcript_0	0.35024329785445385	0.03655611820836966	9	9
pseudo_2412	pseudo_transcript_0	0.2479384040914845	-0.027727733965317736	10	10	pseudo_transcript_0	0.550349737126701	0.011347246826253007	10	10	pseudo_transcript_0	0.6407515555164751	-0.0070645022577421205	10	10	pseudo_transcript_0	0.9567140954516928	0.04875928868274402	10	10	pseudo_transcript_0	0.37433156600961015	-0.10164835841099416	10.0	10.0	pseudo_transcript_0	0.4844161621181491	-0.011957449548952974	10.0	10.0	pseudo_transcript_0	0.7311106131811419	0.08418951531509629	10	10	pseudo_transcript_0	0.6770420964684893	-0.1998815092367103	10	10	pseudo_transcript_0	0.526330548739093	-0.07757340213193249	10	10
pseudo_2413	pseudo_transcript_0	0.5869438418299571	-0.04226662686141613	9	9	pseudo_transcript_0	0.0543759945476264	-0.04115426951322403	9	9	pseudo_transcript_0	0.037039269538748525	-0.029953927025004826	9	9	pseudo_transcript_1	0.5240630002727525	-0.02458342984378532	9	9	pseudo_transcript_0	0.1569329307621556	0.06790973605269958	9.0	9.0	pseudo_transcript_1	0.5969308462233036	-0.004099779695070259	9.0	9.0	pseudo_transcript_0	0.2670938156354463	-0.24252563856552675	9	9	pseudo_transcript_1	0.13931547912424505	0.3166034912661356	9	9	pseudo_transcript_0	0.4231811276072187	0.05755626466013031	9	9
pseudo_2414	pseudo_transcript_0	0.8354333844090299	-0.040859483256115485	10	10	pseudo_transcript_0	0.07993242818452588	-0.008225826393230355	10	10	pseudo_transcript_0	0.36622819310802135	-0.028444763205980734	10	10	pseudo_transcript_0	0.9104136421537229	-0.04809959539251147	10	10	pseudo_transcript_0	0.7658136865765494	-0.032143686868653466	10.0	10.0	pseudo_transcript_0	0.5679040916866256	-0.011069838642007558	10.0	10.0	pseudo_transcript_0	0.9457119334048946	-0.1303020988485808	10	10	pseudo_transcript_0	0.2596503784498142	-0.232791047137937	10	10	pseudo_transcript_0	0.2075266390592646	-0.039519719336128904	10	10
pseudo_2415	pseudo_transcript_0	0.11861844192866401	0.00529212112996296	10	10	pseudo_transcript_0	0.49970890262024215	0.008425278421023799	10	10	pseudo_transcript_0	0.1968707515449376	0.021028885851342313	10	10	pseudo_transcript_0	0.9867239652514694	-0.03186389032991884	10	10	pseudo_transcript_0	0.4536062629273554	-0.16784507459751777	10.0	10.0	pseudo_transcript_0	0.6227945236581797	-0.09633965856897485	10.0	10.0	pseudo_transcript_0	0.514236501206101	0.0766322945122191	10	10	pseudo_transcript_0	0.42345141184796264	-0.39984629341679545	10	10	pseudo_transcript_0	0.7558193288965545	-0.20686881853777817	10	10
pseudo_2416	pseudo_transcript_0	0.8041764979547019	0.012002406771729543	10	10	pseudo_transcript_0	0.8640645950568469	0.005172356161087878	10	10	pseudo_transcript_0	0.7859421073634015	-0.0008168326577838921	10	10	pseudo_transcript_0	0.4580532335839147	0.06728621830079932	10	10	pseudo_transcript_0	0.46715422964206355	0.04282006889174691	10.0	10.0	pseudo_transcript_0	0.25920440282566226	0.07590351051133726	10.0	10.0	pseudo_transcript_0	0.5193865955767607	0.06815661086778606	10	10	pseudo_transcript_0	0.2910827599894735	0.041087855329955236	10	10	pseudo_transcript_0	0.22887201031706872	0.09468909444052902	10	10
pseudo_2417	pseudo_transcript_0	0.42955285377250463	-0.0002561359040966239	10	10	pseudo_transcript_0	0.4076680146656919	-0.0076658080877922774	10	10	pseudo_transcript_0	0.7701334744817331	-0.005623923161283442	10	10	pseudo_transcript_0	0.7234932311869013	0.0221794397995686	10	10	pseudo_transcript_0	0.19205969047096216	0.0846308332785582	10.0	10.0	pseudo_transcript_0	0.263623649162975	0.05503408972808203	10.0	10.0	pseudo_transcript_0	0.41242521675093335	0.04648453723097715	9	9	pseudo_transcript_0	0.3304720771039622	0.13569433606641032	10	10	pseudo_transcript_0	0.27898951618339096	0.1002688329168054	9	9
